City,Sector,Polygon,Center-Lat,Center-Lng,Area,Area-Type,Area-Unit,Price
Gurgaon,,,,,,,,
 ,Sector-32 Gurgaon,"[{'lng': 77.05185875, 'lat': 28.46214958}, {'lng': 77.04883094, 'lat': 28.46361265}, {'lng': 77.04890515, 'lat': 28.46556213}, {'lng': 77.04732698, 'lat': 28.46677428}, {'lng': 77.04377126, 'lat': 28.46326264}, {'lng': 77.03779007, 'lat': 28.45572903}, {'lng': 77.03646462, 'lat': 28.45425474}, {'lng': 77.0345823, 'lat': 28.45271818}, {'lng': 77.03362737, 'lat': 28.45021007}, {'lng': 77.03533503, 'lat': 28.44601558}, {'lng': 77.03657823, 'lat': 28.44659177}, {'lng': 77.05185875, 'lat': 28.46214958}]",28.4558436,77.0406147,7000,Built-up ,Sq.Ft.,2.8 Lac
 ,Sector-32 Gurgaon,"[{'lng': 77.05185875, 'lat': 28.46214958}, {'lng': 77.04883094, 'lat': 28.46361265}, {'lng': 77.04890515, 'lat': 28.46556213}, {'lng': 77.04732698, 'lat': 28.46677428}, {'lng': 77.04377126, 'lat': 28.46326264}, {'lng': 77.03779007, 'lat': 28.45572903}, {'lng': 77.03646462, 'lat': 28.45425474}, {'lng': 77.0345823, 'lat': 28.45271818}, {'lng': 77.03362737, 'lat': 28.45021007}, {'lng': 77.03533503, 'lat': 28.44601558}, {'lng': 77.03657823, 'lat': 28.44659177}, {'lng': 77.05185875, 'lat': 28.46214958}]",28.4558436,77.0406147,100000,Built-up ,Sq.Ft.,45 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,450,Plot ,Sq. Meter,"60,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,7500,Built-up ,Sq.Ft.,4.5 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,16500,Built-up ,Sq.Ft.,10 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,10000,Built-up ,Sq.Ft.,7 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,3250,Built-up ,Sq.Ft.,2.67 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,2250,Plot ,Sq.Ft.,1.69 Lac
 ,Mehrauli Gurgaon Road,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,2500,Built-up ,Sq.Ft.,1.18 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1500 to 3000,Built-up ,Sq.Ft.,"60,000 to 1.2 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,2000 to 4000,Built-up ,Sq.Ft.,"90,000 to 1.8 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1500 to 5000,Built-up ,Sq.Ft.,1.5 Lac to 5 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,900 to 8000,Built-up ,Sq.Ft.,"36,000 to 3.2 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1500 to 5000,Built-up ,Sq.Ft.,"90,000 to 3 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,3000,Plot ,Sq.Ft.,1.3 Lac
 ,Chander Nagar,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1200 to 1435,Built-up ,Sq.Ft.,"87,600 to 1.05 Lac"
 ,Chander Nagar,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,500,Built-up ,Sq.Ft.,"45,000"
 ,Chander Nagar,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,5000,Built-up ,Sq.Ft.,4.25 Lac
 ,Sector-30 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,15000,Built-up ,Sq.Ft.,12 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1000,Built-up ,Sq.Ft.,"30,000"
 ,Sector-15 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1700,Built-up ,Sq.Ft.,"20,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1799,Built-up ,Sq.Ft.,"90,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1800,Built-up ,Sq.Ft.,"65,000"
